world_x	world_y	world_z	part_id	tag_high	ground
6127.368	0.000	-9104.119	29	47173	0.000
411.134	0.000	-9184.365	37	47173	0.000
34.087	0.000	-10013.812	43	47173	0.000
4074.133	0.000	-9730.710	46	47173	0.000
1074.417	0.000	-10422.344	62	47173	0.000
2813.644	0.000	-12238.851	68	47173	3.434
2390.297	0.000	-10258.983	72	47173	0.000
2284.960	0.000	-10197.418	23	47174	0.000
1652.729	0.000	-8214.589	31	47174	0.000
5286.531	0.000	-9237.721	36	47174	0.000
5774.890	0.000	-9174.466	37	47174	0.000
1009.780	0.000	-9026.387	43	47174	0.000
981.475	0.000	-9532.574	49	47174	0.000
594.947	0.000	-9237.730	50	47174	0.000
4419.812	0.000	-9240.196	57	47174	0.000
1837.600	0.000	-10263.035	71	47174	0.000
2083.307	0.000	-11574.754	77	47174	0.028
2501.083	0.000	-10261.800	81	47174	0.000
1501.274	0.000	-9277.969	35	30791	0.000
2002.557	0.000	-8841.875	36	30791	0.000
1258.123	0.000	-9161.777	37	30791	0.000
64.787	0.000	-11310.117	49	30791	0.001
981.117	0.000	-12240.023	50	30791	2.573
2107.037	0.000	-8757.392	54	47176	0.000
3050.649	0.000	-9735.358	55	47176	0.000
1066.000	0.000	-10170.000	56	47176	0.000
5177.259	0.000	-9242.407	76	47176	0.000
979.000	0.000	-10981.000	79	47176	0.000
912.889	0.000	-10277.504	80	47176	0.000
3138.000	0.000	-8942.000	85	47176	0.000
38.573	0.000	-10182.205	92	47176	0.000
3111.012	0.000	-10179.005	95	47176	0.000
4072.199	0.000	-10179.294	96	47176	0.000
984.074	0.000	-11423.789	110	47176	0.006
2200.046	0.000	-11308.289	117	47176	0.000
3051.303	0.000	-11307.560	118	47176	0.000
2236.477	0.000	-9163.042	12	14412	0.000
2416.136	0.000	-9250.956	25	14414	0.000
1989.500	0.000	-9252.069	26	14414	0.000
2114.325	0.000	-9143.486	27	14414	0.000
2100.704	0.000	-9625.628	28	14414	0.000
2536.113	0.000	-9155.419	19	14415	0.000
2132.571	0.000	-9363.880	20	14415	0.000
2132.943	0.000	-9007.533	13	14416	0.000
1860.705	0.000	-9374.845	14	14416	0.000
1800.620	0.000	-9149.973	27	14418	0.000
2117.270	0.000	-9251.639	28	14418	0.000
2012.915	0.000	-9612.345	29	14418	0.000
1059.777	0.000	-9653.155	35	47188	0.000
2953.445	0.000	-9450.038	36	47188	0.000
2442.780	0.000	-8224.569	51	47188	0.000
5168.953	0.000	-8731.570	58	47188	0.000
979.193	0.000	-10789.037	65	47188	0.000
687.750	0.000	-10272.415	66	47188	0.000
3466.780	0.000	-8224.569	71	47188	0.000
50.156	0.000	-9348.106	78	47188	0.000
921.328	0.000	-9236.012	79	47188	0.000
3982.193	0.000	-9250.038	84	47188	0.000
3365.193	0.000	-9241.038	85	47188	0.000
4071.193	0.000	-10446.037	92	47188	0.000
4349.193	0.000	-10186.038	95	47188	0.001
1404.879	0.000	-12235.755	106	47188	2.990
1075.459	0.000	-11550.022	107	47188	0.026
4476.879	0.000	-9163.755	108	47188	0.000
4147.459	0.000	-8478.022	109	47188	0.000
1681.719	0.000	-10270.294	124	47188	0.000
1871.523	0.000	-11212.239	125	47188	0.000
3054.193	0.000	-11565.732	134	47188	0.000
2003.693	0.000	-9464.672	38	30805	0.000
1095.539	0.000	-9159.977	39	30805	0.000
2793.000	0.000	-9153.763	40	30805	0.000
2010.480	0.000	-9903.977	41	30805	0.000
1993.319	0.000	-8703.210	16	47190	0.000
2122.365	0.000	-8217.674	17	47190	0.000
976.985	0.000	-9082.519	22	47190	0.000
3884.115	0.000	-9141.630	26	47190	0.000
3146.365	0.000	-8217.674	27	47190	0.000
3050.961	0.000	-12114.847	43	47190	2.322
1066.756	0.000	-8431.378	14	47191	0.000
5168.155	0.000	-8507.923	22	47191	0.000
6046.952	0.000	-9162.274	23	47191	0.000
636.266	0.000	-8210.334	33	47191	0.000
774.455	0.000	-9246.229	38	47191	0.000
4078.060	0.000	-9795.908	41	47191	0.000
1071.782	0.000	-10361.773	52	47191	0.000
2088.515	0.000	-10366.660	57	47191	0.000
4587.999	0.000	-9254.853	22	47192	0.000
2269.405	0.000	-12232.264	32	47192	3.992
2100.361	0.000	-10199.598	61	47193	0.000
2738.067	0.000	-10196.786	62	47193	0.000
2010.431	0.000	-8567.148	75	47193	0.000
6025.361	0.000	-9340.164	88	47193	0.000
5709.361	0.000	-9244.164	89	47193	0.000
6122.739	0.000	-8738.006	90	47193	0.000
5170.005	0.000	-8886.788	91	47193	0.000
57.361	0.000	-10382.164	102	47193	0.000
51.361	0.000	-8788.164	106	47193	0.000
3438.705	0.000	-9176.906	113	47193	0.000
997.178	0.000	-9336.629	121	47193	0.000
3319.455	0.000	-11219.164	126	47193	0.154
1711.918	0.000	-11281.611	129	47193	0.001
1342.361	0.000	-12233.164	130	47193	2.990
4783.918	0.000	-8209.611	131	47193	0.000
4414.361	0.000	-9161.164	132	47193	0.000
1941.249	0.000	-10259.875	142	47193	0.000
5152.098	0.000	-9324.900	33	47194	0.000
50.689	0.000	-10496.590	34	47194	0.000
34.477	0.000	-9166.422	38	47194	0.000
3108.849	0.000	-9021.593	43	47194	0.000
4073.849	0.000	-9931.026	48	47194	0.000
49.794	0.000	-12166.603	55	47194	2.162
1441.824	0.000	-8214.517	16	47195	0.000
5170.214	0.000	-8555.640	25	47195	0.000
455.539	0.000	-9176.646	33	47195	0.000
439.401	0.000	-10205.677	39	47195	0.000
629.429	0.000	-9234.844	40	47195	0.000
4703.488	0.000	-9235.014	51	47195	0.000
2635.174	0.000	-11141.773	66	47195	0.000
1286.204	0.000	-10204.354	14	47196	0.000
6127.953	0.000	-9014.012	25	47196	0.000
585.692	0.000	-8207.966	33	47196	0.000
1008.766	0.000	-9530.354	39	47196	0.000
5105.405	0.000	-9320.817	44	47196	0.000
1523.596	0.000	-11226.629	62	47196	0.000
2487.467	0.000	-11227.148	67	47196	0.000
2360.819	0.000	-10193.967	22	47197	0.000
5716.989	0.000	-9174.791	30	47197	0.000
1005.335	0.000	-8736.348	36	47197	0.000
39.738	0.000	-9478.426	42	47197	0.000
4071.146	0.000	-9505.732	45	47197	0.000
2028.897	0.000	-10509.628	60	47197	0.000
2417.315	0.000	-12248.153	64	47197	3.838
3053.801	0.000	-12022.952	65	47197	0.433
3037.977	0.000	-8514.945	11	47198	0.000
5210.390	0.000	-9602.623	16	47198	0.000
483.056	0.000	-8219.341	18	47198	0.000
4061.977	0.000	-8514.945	22	47198	0.000
309.166	0.000	-8281.352	9	47229	0.000
3139.334	0.000	-9561.317	14	47229	0.000
1908.129	0.000	-9876.346	60	47230	0.000
3002.995	0.000	-10176.094	61	47230	0.000
62.718	0.000	-10706.237	86	47230	0.000
994.032	0.000	-8669.473	90	47230	0.000
4062.976	0.000	-9163.159	96	47230	0.000
3128.897	0.000	-9243.987	102	47230	0.000
4590.650	0.000	-10181.087	108	47230	0.001
4142.420	0.000	-9272.437	109	47230	0.000
56.711	0.000	-12067.051	124	47230	1.054
2009.798	0.000	-11569.118	128	47230	0.029
5081.798	0.000	-8497.118	129	47230	0.000
2019.543	0.000	-11210.473	133	47230	0.000
2101.188	0.000	-11303.816	137	47230	0.001
1344.212	0.000	-9288.959	36	47231	0.000
995.007	0.000	-10297.741	39	47231	0.000
2008.779	0.000	-8765.554	44	47232	0.000
1832.681	0.000	-10175.600	45	47232	0.000
3053.314	0.000	-9635.600	46	47232	0.000
3106.314	0.000	-10086.600	70	47232	0.000
3476.754	0.000	-11198.362	76	47232	1.273
5086.314	0.000	-9505.600	79	47232	0.000
987.314	0.000	-12047.600	90	47232	1.396
2013.869	0.000	-12081.487	102	47232	2.102
5085.869	0.000	-9009.487	103	47232	0.000
1298.472	0.000	-11191.483	112	47232	0.000
1081.314	0.000	-10582.964	113	47232	0.000
2103.758	0.000	-12257.175	126	47232	4.075
2922.629	0.000	-11306.654	127	47232	0.000
1794.055	0.000	-9578.691	34	47233	0.000
1916.818	0.000	-9578.691	35	47233	0.000
351.215	0.000	-10315.009	49	47233	0.000
227.215	0.000	-10315.009	50	47233	0.000
3800.785	0.000	-9144.021	55	47233	0.000
37.202	0.000	-9912.375	63	47233	0.000
69.666	0.000	-9911.121	64	47233	0.000
3541.762	0.000	-11179.151	75	47233	1.273
4941.215	0.000	-9238.009	78	47233	0.000
210.803	0.000	-8248.503	33	47234	0.000
980.441	0.000	-11210.167	39	47235	0.000
990.823	0.000	-9168.133	43	47235	0.000
2012.450	0.000	-12232.475	51	47235	4.091
5084.450	0.000	-9160.475	52	47235	0.000
2915.834	0.000	-12234.000	57	47235	4.006
2995.076	0.000	-11207.000	61	47235	0.000
1115.093	0.000	-9475.355	38	30852	0.000
1802.753	0.000	-8977.399	39	30852	0.000
2191.583	0.000	-9890.044	40	30852	0.000
2015.486	0.000	-10033.034	15	30853	0.000
2095.003	0.000	-8297.744	8	47238	0.000
3119.003	0.000	-8297.744	13	47238	0.000
3035.151	0.000	-8954.232	67	47239	0.000
1373.871	0.000	-9459.514	68	47239	0.000
1930.696	0.000	-10189.967	69	47239	0.000
1259.182	0.000	-8238.967	79	47239	0.000
111.182	0.000	-10776.967	82	47239	0.000
4060.182	0.000	-9017.967	86	47239	0.000
128.346	0.000	-9248.183	93	47239	0.000
3925.229	0.000	-10188.967	96	47239	0.000
4141.045	0.000	-10043.967	102	47239	0.000
2103.539	0.000	-11807.725	107	47239	0.310
2554.799	0.000	-10267.838	111	47239	0.000
1118.373	0.000	-9751.614	10	47240	0.000
1140.380	0.000	-11815.289	22	47240	0.259
4212.380	0.000	-8743.289	23	47240	0.000
2103.828	0.000	-9770.775	28	30875	0.000
1723.133	0.000	-9254.428	29	30875	0.000
2341.725	0.000	-9598.580	30	30875	0.000
2551.045	0.000	-8253.852	9	47260	0.000
983.967	0.000	-10496.469	12	47260	0.000
3575.045	0.000	-8253.852	15	47260	0.000
1084.430	0.000	-10276.467	23	47260	0.000
2107.277	0.000	-12099.113	27	47260	2.092
1087.885	0.000	-8326.823	78	47261	0.000
2720.904	0.000	-8232.239	79	47261	0.000
63.562	0.000	-10982.453	91	47261	0.000
3744.904	0.000	-8232.239	96	47261	0.000
994.498	0.000	-9801.100	102	47261	0.000
4064.000	0.000	-10534.000	109	47261	0.010
5081.496	0.000	-9770.335	112	47261	0.000
973.000	0.000	-11476.000	119	47261	0.006
983.000	0.000	-12172.000	120	47261	2.573
2007.000	0.000	-11386.761	127	47261	0.001
1088.856	0.000	-12246.906	128	47261	2.540
5079.000	0.000	-8314.761	129	47261	0.000
4160.856	0.000	-9174.906	130	47261	0.000
2028.225	0.000	-10746.279	136	47261	0.000
2086.000	0.000	-11469.283	142	47261	0.007
2167.595	0.000	-11223.951	146	47261	0.000
11879.893	0.000	-14958.822	47	47115	0.000
10122.832	0.000	-9171.344	80	47115	0.200
10198.106	0.000	-8422.244	81	47115	0.000
14218.832	0.000	-16339.344	86	47115	0.000
14294.107	0.000	-15590.244	87	47115	2.899
11308.678	0.000	-16326.458	100	47115	0.000
12501.693	0.000	-15920.913	39	47116	0.000
11869.583	0.000	-15314.427	59	47116	0.000
10299.129	0.000	-8317.021	20	47117	0.000
8380.543	0.000	-8210.776	46	47117	0.000
13124.996	0.000	-14357.479	43	47147	0.000
11308.516	0.000	-15230.876	44	47147	0.000
10191.000	0.000	-8749.000	70	47147	0.010
14287.000	0.000	-15917.000	73	47147	0.000
11500.000	0.000	-16333.000	101	47147	0.000
9191.990	0.000	-8220.338	117	47147	0.000
10284.000	0.000	-8820.000	59	47148	0.017
11305.607	0.000	-16098.733	78	47148	0.000
8571.336	0.000	-9127.727	95	47148	0.004
9194.088	0.000	-8953.489	96	47148	0.002
12971.060	0.000	-14362.949	54	47149	0.000
11235.000	0.000	-8650.000	73	47149	0.116
9573.268	0.000	-8223.122	90	47149	0.000
13669.268	0.000	-15391.122	93	47149	0.000
11315.000	0.000	-16180.000	126	47149	0.000
11435.979	0.000	-15380.891	127	47149	0.000
11854.000	0.000	-16354.000	128	47149	0.000
8248.000	0.000	-8628.797	163	47149	0.000
9197.387	0.000	-8787.432	164	47149	0.000
11235.000	0.000	-9165.000	54	47150	1.522
13146.153	0.000	-15332.147	32	47170	0.000
10602.174	0.000	-9177.698	41	47170	0.466
9190.332	0.000	-8293.979	68	47170	0.000
11093.958	0.000	-9169.307	38	47171	1.529
8625.885	0.000	-9177.215	68	47171	0.004
13299.607	0.000	-14952.707	13	47172	0.000
11052.702	0.000	-9174.678	22	47172	1.529
11904.338	0.000	-15380.850	53	47172	0.000
11247.368	0.000	-9104.119	30	47173	1.522
11300.277	0.000	-15443.223	52	47173	0.000
8242.417	0.000	-8374.344	63	47173	0.000
13297.780	0.000	-15170.387	28	47174	0.000
10894.890	0.000	-9174.466	38	47174	1.045
9005.600	0.000	-8215.035	72	47174	0.000
11636.807	0.000	-14571.821	51	47176	0.000
11875.270	0.000	-13935.943	52	47176	0.000
9282.000	0.000	-8942.000	86	47176	0.004
13378.000	0.000	-16110.000	89	47176	0.000
12249.795	0.000	-16342.869	107	47176	0.000
12171.387	0.000	-15384.000	108	47176	0.000
11644.879	0.000	-15307.755	44	47188	0.000
10288.953	0.000	-8731.570	59	47188	0.017
9610.780	0.000	-8224.569	72	47188	0.000
13706.780	0.000	-15392.569	75	47188	0.000
8849.719	0.000	-8222.294	126	47188	0.000
9039.523	0.000	-9164.240	127	47188	0.012
13264.985	0.000	-15226.519	11	47190	0.000
10028.115	0.000	-9141.630	28	47190	0.202
9290.365	0.000	-8217.674	29	47190	0.000
14124.115	0.000	-16309.630	34	47190	0.000
13386.365	0.000	-15385.674	35	47190	0.000
11333.729	0.000	-15382.447	42	47190	0.000
12924.266	0.000	-14354.334	12	47191	0.000
10288.155	0.000	-8507.923	24	47191	0.002
11166.952	0.000	-9162.274	25	47191	1.522
8239.782	0.000	-8313.773	53	47191	0.000
11919.147	0.000	-15056.588	8	47192	0.000
11401.377	0.000	-16333.813	31	47192	0.000
12958.199	0.000	-15412.189	60	47193	0.000
11582.361	0.000	-15305.164	69	47193	0.000
11242.739	0.000	-8738.006	92	47193	0.275
10290.005	0.000	-8886.788	93	47193	0.043
9582.705	0.000	-9176.906	114	47193	0.122
13678.705	0.000	-16344.906	117	47193	0.000
9109.249	0.000	-8211.875	143	47193	0.000
12683.398	0.000	-16267.251	23	47194	0.000
9252.849	0.000	-9021.593	44	47194	0.015
13348.849	0.000	-16189.593	47	47194	0.000
10290.214	0.000	-8555.640	26	47195	0.002
11949.176	0.000	-15380.754	60	47195	0.000
12873.692	0.000	-14351.966	17	47196	0.000
11247.953	0.000	-9014.012	26	47196	1.112
8691.596	0.000	-9178.629	63	47196	0.004
13293.335	0.000	-14880.348	25	47197	0.000
10836.989	0.000	-9174.791	31	47197	0.672
9196.897	0.000	-8461.628	61	47197	0.000
10205.978	0.000	-8514.945	23	47198	0.001
14301.977	0.000	-15682.945	26	47198	1.759
13138.109	0.000	-15920.572	6	47229	0.000
12005.323	0.000	-15457.142	22	47229	0.000
13282.032	0.000	-14813.473	74	47230	0.000
10206.976	0.000	-9163.159	97	47230	0.200
14302.976	0.000	-16331.159	100	47230	0.000
12254.742	0.000	-16010.968	122	47230	0.000
9187.543	0.000	-9162.473	134	47230	0.024
12257.491	0.000	-15429.824	47	47231	0.000
12681.292	0.000	-16184.536	42	47232	0.000
11315.314	0.000	-15608.902	88	47232	0.000
8466.472	0.000	-9143.483	114	47232	0.004
8249.314	0.000	-8534.964	115	47232	0.000
9944.785	0.000	-9144.021	56	47233	0.205
14040.786	0.000	-16312.021	59	47233	0.000
12188.215	0.000	-15780.009	91	47233	0.000
12188.215	0.000	-15738.009	92	47233	0.000
13116.729	0.000	-16249.183	23	47235	0.000
13278.823	0.000	-15312.133	29	47235	0.000
9263.003	0.000	-8297.744	14	47238	0.000
13359.003	0.000	-15465.744	17	47238	0.000
12260.973	0.000	-16250.370	22	47238	0.000
10204.182	0.000	-9017.967	87	47239	0.082
14300.182	0.000	-16185.967	90	47239	0.000
12521.396	0.000	-14874.664	9	47240	0.000
11380.380	0.000	-14887.289	12	47240	0.000
9719.045	0.000	-8253.852	16	47260	0.000
13815.045	0.000	-15421.852	19	47260	0.000
8252.430	0.000	-8228.467	24	47260	0.000
11328.856	0.000	-15318.906	69	47261	0.000
9888.904	0.000	-8232.239	97	47261	0.000
13984.904	0.000	-15400.239	100	47261	0.000
9196.225	0.000	-8698.279	137	47261	0.000
-16520.199	0.000	-1682.773	0	52224	0.000
-16662.624	0.000	-1372.232	5	52224	0.000
-16462.882	0.000	-1591.408	6	52224	0.000
-16447.436	0.000	-1682.773	9	52224	0.000
-17083.338	0.000	-1155.589	10	52224	0.000
-17265.713	0.000	-961.427	11	52224	0.000
-17412.138	0.000	-1736.031	3	52225	0.000
-16640.000	-0.000	-1736.043	5	52225	0.000
-17152.000	0.000	-1736.032	7	52225	0.000
-16640.000	-0.000	-1629.538	8	52225	0.000
-17471.396	-0.000	-1629.516	9	52225	0.000
-17152.000	-0.000	-1629.528	10	52225	0.000
-16718.869	-0.000	-1411.548	15	52225	0.000
-16643.292	-0.000	-1358.971	23	52225	0.000
-17101.154	-0.000	-1168.914	26	52225	0.000
-16510.125	-0.000	-1572.171	27	52225	0.000
-17317.105	0.000	-1000.762	28	52225	0.000
-17027.436	-0.000	-1116.232	29	52225	0.000
-16406.623	-0.000	-1551.875	30	52225	0.000
-17229.335	-0.000	-952.516	31	52225	0.000
-17736.783	0.000	-1681.995	2	52226	0.000
-17366.555	0.000	-913.960	3	52226	0.000
-16714.938	0.000	-1683.724	0	54275	0.000
-17495.557	0.000	-1683.123	1	54275	0.000
-17171.047	0.000	-1683.961	2	54275	0.000
-16674.716	0.000	-1497.681	0	60420	0.000
-16640.000	0.000	-1866.437	1	60420	0.000
-17557.679	0.000	-1722.003	2	60420	0.000
-17152.000	0.000	-1835.804	3	60420	0.000
-17396.283	0.000	-1069.676	4	60420	0.000
-17474.079	0.000	-1280.274	5	60420	0.000
-17371.561	0.000	-988.219	6	60420	0.000
-17536.020	0.000	-1682.773	1	52229	0.000
-16756.259	0.000	-1682.773	0	52230	0.000
-17444.949	0.000	-1682.773	1	52230	0.000
-17152.000	0.000	-1682.773	2	52230	0.000
-16573.023	0.000	-1682.773	1	52231	0.000
-18172.945	-0.000	-2812.338	0	14344	0.000
-18425.929	-0.000	-1792.000	1	14344	0.000
-17664.000	-0.000	-3064.730	2	14344	0.000
-17664.000	-0.000	-3064.672	3	14344	0.000
-18017.086	-0.000	-898.963	4	14344	0.000
-18270.051	-0.000	-1280.000	5	14344	0.000
-18425.929	-0.000	-2304.000	6	14344	0.000
-18172.964	-0.000	-2812.365	7	14344	0.000
-17118.489	-0.000	-571.020	9	14344	0.000
-17408.390	-0.000	-506.950	13	14344	0.000
-16640.000	-0.000	-3064.668	14	14344	0.000
-17664.407	-0.000	-642.963	18	14344	0.000
-18425.887	-0.000	-1792.000	22	14344	0.000
-18017.062	-0.000	-898.992	25	14344	0.000
-18425.889	-0.000	-2304.000	26	14344	0.000
-18270.006	-0.000	-1280.000	27	14344	0.000
-16640.000	-0.000	-3064.730	29	14344	0.000
-17118.429	-0.000	-571.002	30	14344	0.000
-17664.390	-0.000	-642.992	33	14344	0.000
-17408.407	-0.000	-506.721	34	14344	0.000
-17152.000	-0.000	-3064.730	40	14344	0.000
-16640.000	-0.000	-697.913	46	14344	0.000
-17374.429	-0.000	-503.167	47	14344	0.000
-16640.000	-0.000	-697.950	49	14344	0.000
-17152.000	-0.000	-3064.670	51	14344	0.000
-17374.489	-0.000	-503.188	52	14344	0.000
-17209.996	-0.113	-1683.028	1	61449	0.000
-16615.402	-0.113	-1683.028	2	61449	0.000
-17713.556	0.000	-2970.850	3	14393	0.000
-18198.033	0.000	-2900.670	6	30781	0.000
-17241.793	0.000	-2385.524	7	47198	0.000
-16780.405	0.000	-2233.563	0	14431	0.000
-18232.749	0.000	-3020.418	2	14431	0.367
-17137.290	0.000	-2180.707	0	30817	0.000
-17491.762	0.000	-2180.707	1	30817	0.000
-17633.662	0.000	-2362.619	0	30818	0.000
-16514.013	0.000	-2218.330	1	30818	0.000
-17954.348	0.000	-2163.802	0	30819	0.000
-17869.102	0.000	-2782.908	1	30819	0.000
-16716.952	0.000	-2361.899	0	30820	0.000
-16716.952	0.000	-2411.696	1	30820	0.000
-16415.415	-0.849	-2148.845	0	30821	0.000
-17105.990	0.000	-2374.669	0	30822	0.000
-18025.055	0.000	-1682.043	0	47207	0.000
-18052.701	0.000	-1682.043	1	47207	0.000
-18079.954	0.000	-1682.043	2	47207	0.000
-18109.295	0.000	-1682.043	3	47207	0.000
-16477.068	-0.599	-2148.845	0	47208	0.000
-18005.093	0.000	-1681.177	0	47209	0.000
-17943.899	0.000	-1680.937	0	47212	0.000
-18399.039	0.000	-2429.192	2	47213	0.000
-18077.639	0.000	-1749.268	0	47214	0.000
-16951.249	0.000	-2243.856	0	47215	0.000
-16951.249	0.000	-2287.975	1	47215	0.000
-16872.814	0.000	-2287.975	2	47215	0.000
-16797.180	0.000	-2287.975	3	47215	0.000
-16626.940	0.000	-2140.999	0	47216	0.000
-16659.491	0.000	-2154.380	0	47217	0.000
-17835.981	0.000	-2164.754	0	47218	0.000
-17259.874	0.000	-2285.634	0	47219	0.000
-17764.333	0.000	-2166.569	1	47219	0.000
-17324.572	-0.000	-2285.532	0	47221	0.000
-16703.750	0.000	-2188.344	0	47222	0.000
-16745.074	0.000	-2188.344	1	47222	0.000
-16745.074	0.000	-2188.344	2	47222	0.000
-17873.452	0.000	-2862.393	3	47229	0.000
-16521.102	0.000	-2532.525	3	47260	0.000
-16576.155	0.000	-2103.827	0	47262	0.000
-16482.976	0.000	-2103.827	1	47262	0.000
-16855.529	0.000	-2165.925	7	47262	0.000
-16720.347	0.000	-2165.925	8	47262	0.000
-17191.261	0.000	-2105.475	9	47262	0.000
-17096.289	0.000	-2105.475	10	47262	0.000
-17001.276	0.000	-2105.475	11	47262	0.000
-18040.458	0.000	-2124.041	12	47262	0.000
-17951.449	0.000	-2124.041	13	47262	0.000
-17835.802	0.000	-2124.041	14	47262	0.000
-17737.411	0.000	-2124.041	15	47262	0.000
-17589.434	0.000	-2260.072	16	47262	0.000
-17529.972	0.000	-2105.582	17	47262	0.000
-17443.702	0.000	-2105.582	18	47262	0.000
-17272.848	0.000	-2243.318	19	47262	0.000
-16667.902	0.000	-2103.880	20	47262	0.000
-17406.055	0.000	-2243.318	21	47262	0.000
-17693.896	0.000	-2260.072	22	47262	0.000
-17734.130	0.000	-2189.362	23	47262	0.000
-16992.040	0.000	-2277.179	24	47262	0.000
-16992.040	0.000	-2346.350	25	47262	0.000
-16992.040	0.000	-2426.603	26	47262	0.000
-16992.040	0.000	-2181.464	28	47262	0.000
-17621.971	0.006	-1761.467	0	61607	0.000
-17355.204	0.006	-1761.467	2	61607	0.000
-17394.833	0.006	-966.991	3	61607	0.000
-13821.490	0.000	-1682.772	1	52224	0.000
-14795.602	0.000	-1682.772	2	52224	0.000
-15699.229	0.000	-2110.963	3	52224	0.000
-16128.000	0.000	-1785.402	4	52224	0.000
-15783.544	0.000	-1986.364	7	52224	0.000
-15616.000	0.000	-1682.773	8	52224	0.000
-16128.000	0.000	-1682.773	12	52224	0.000
-15104.000	0.000	-1682.772	13	52224	0.000
-14829.013	0.000	-1682.772	14	52224	0.000
-13853.874	0.000	-1725.722	0	52225	0.000
-15970.254	0.000	-1725.457	1	52225	0.000
-16075.028	0.000	-1829.084	2	52225	0.000
-14080.000	0.000	-1640.167	4	52225	0.000
-16304.528	-0.000	-1736.054	6	52225	0.000
-16381.209	-0.000	-1648.776	11	52225	0.000
-13811.975	0.000	-1640.162	12	52225	0.000
-15104.000	-0.000	-1640.177	13	52225	0.000
-16083.903	-0.000	-1640.188	14	52225	0.000
-15616.000	-0.000	-1640.183	16	52225	0.000
-14592.000	0.000	-1640.173	17	52225	0.000
-14990.643	-0.000	-1725.469	18	52225	0.000
-14422.038	0.000	-1725.442	19	52225	0.000
-15551.588	-0.000	-1725.441	20	52225	0.000
-15272.050	-0.000	-1725.444	21	52225	0.000
-14693.577	-0.000	-1725.451	22	52225	0.000
-14159.562	-0.000	-1725.444	24	52225	0.000
-16320.459	-0.000	-1585.126	25	52225	0.000
-13653.247	0.000	-1682.292	0	52226	0.000
-15595.691	0.000	-2156.356	1	52226	0.000
-13815.725	0.000	-1683.123	3	54275	0.000
-14582.293	0.000	-1683.724	4	54275	0.000
-14056.322	0.000	-1683.123	5	54275	0.000
-15616.000	0.000	-1830.771	7	60420	0.000
-14592.000	0.000	-1781.506	8	60420	0.000
-16128.000	0.000	-1851.032	9	60420	0.000
-15104.000	-0.000	-1781.506	10	60420	0.000
-14121.899	0.000	-1792.333	11	60420	0.000
-14744.823	0.000	-1682.772	0	52229	0.000
-14522.235	0.000	-1682.773	3	52230	0.000
-14132.733	0.000	-1682.773	4	52230	0.000
-13886.249	0.000	-1682.773	0	52231	0.000
-13568.000	-0.000	-1787.923	8	14344	0.000
-15107.883	-0.000	-2812.317	10	14344	0.000
-16128.000	-0.000	-3064.666	11	14344	0.000
-14592.000	-0.000	-1241.230	12	14344	0.000
-13568.004	-0.000	-1787.918	15	14344	0.000
-15104.000	-0.000	-1105.362	16	14344	0.000
-14851.853	-0.000	-2556.144	17	14344	0.000
-15616.000	-0.000	-3064.650	19	14344	0.000
-15385.359	-0.000	-1030.727	20	14344	0.000
-15616.000	-0.000	-3064.730	21	14344	0.000
-14340.074	-0.000	-2043.923	23	14344	0.000
-14080.000	-0.000	-2039.846	24	14344	0.000
-16128.000	-0.000	-833.729	28	14344	0.000
-15107.853	-0.000	-2812.365	31	14344	0.000
-15104.000	-0.000	-1105.410	32	14344	0.000
-14080.000	-0.000	-1376.993	35	14344	0.000
-15641.359	-0.000	-962.819	36	14344	0.000
-13652.288	-0.000	-1490.451	37	14344	0.000
-14596.074	-0.000	-2300.144	38	14344	0.000
-14592.000	-0.000	-1241.177	39	14344	0.000
-16128.000	-0.000	-3064.730	41	14344	0.000
-14596.086	-0.000	-2300.114	42	14344	0.000
-13652.403	-0.000	-1490.480	43	14344	0.000
-15385.446	-0.000	-1030.750	44	14344	0.000
-14340.086	-0.000	-2043.911	45	14344	0.000
-14851.883	-0.000	-2556.114	48	14344	0.000
-14080.000	-0.000	-1377.050	50	14344	0.000
-14080.000	-0.000	-2039.825	53	14344	0.000
-15641.446	-0.000	-962.840	54	14344	0.000
-16128.000	-0.000	-833.770	55	14344	0.000
-15582.787	-0.113	-1683.028	0	61449	0.000
-14951.011	-0.077	-1683.028	3	61449	0.000
-14482.192	-0.077	-1683.028	4	61449	0.000
-14029.621	-0.077	-1683.028	5	61449	0.000
-16148.245	-0.113	-1683.028	6	61449	0.000
-11213.055	0.000	-4144.896	88	47115	1.332
-9298.322	0.000	-3111.971	92	47115	0.000
-10187.322	0.000	-4146.458	116	47115	0.000
-10201.322	0.000	-5160.458	120	47115	0.000
-10197.888	0.000	-2522.539	51	47116	0.000
-10267.388	0.000	-5058.579	81	47116	0.000
-10263.877	0.000	-4128.716	82	47116	0.000
-10182.187	0.000	-3163.297	91	47116	0.000
-8228.888	0.000	-4118.949	95	47116	0.000
-8942.011	0.000	-4131.427	96	47116	0.000
-9173.881	0.000	-4392.791	97	47116	0.000
-9241.936	0.000	-8140.427	126	47116	0.008
-10197.888	0.000	-5594.539	138	47116	0.000
-9949.450	0.000	-3093.673	32	47117	0.000
-10205.609	0.000	-7316.215	38	47117	0.000
-9160.888	0.000	-6166.427	40	47117	0.000
-10051.457	0.000	-6162.776	44	47117	0.000
-9960.711	0.000	-5139.007	49	47117	0.000
-9171.659	0.000	-5051.886	36	30742	0.000
