document	type	name	value
000_ef_bb_bf.bin	Float	.debug.ocean.oceanEnvScale	0.5
000_ef_bb_bf.bin	Float	.debug.ocean.oceanEnvNormalAdjust	8
000_ef_bb_bf.bin	Float	.debug.ocean.oceanNormal1Scale	0.1
000_ef_bb_bf.bin	Float	.debug.ocean.oceanNormal2Scale	1
000_ef_bb_bf.bin	Float	.debug.ocean.oceanNormal2MoveScale	1
000_ef_bb_bf.bin	Float	.debug.ocean.oceanShadowPower	0.3
000_ef_bb_bf.bin	Float	.debug.runwayEnv.brightness	10.0
000_ef_bb_bf.bin	Float	.debug.runwayEnv.contrast	5
000_ef_bb_bf.bin	Float	.debug.runwayEnv.power	0.4
000_ef_bb_bf.bin	Float	.debug.hud.viewPers0	46.0
000_ef_bb_bf.bin	Float	.debug.etc.mappartsAlphaBorder	64.0
000_ef_bb_bf.bin	Float	.debug.etc.detailScale	1
000_ef_bb_bf.bin	Float	.debug.etc.lightMaxAdjust	1.35
000_ef_bb_bf.bin	S16	.debug.etc.debugPrintOff	0
003_ef_bb_bf.bin	Float	.LevelCorrection.In.Min.R	13
003_ef_bb_bf.bin	Float	.LevelCorrection.In.Min.G	7
003_ef_bb_bf.bin	Float	.LevelCorrection.In.Min.B	13
003_ef_bb_bf.bin	Float	.LevelCorrection.In.Gamma.R	0.9
003_ef_bb_bf.bin	Float	.LevelCorrection.In.Gamma.G	1.0
003_ef_bb_bf.bin	Float	.LevelCorrection.In.Gamma.B	1.1
003_ef_bb_bf.bin	Float	.LevelCorrection.In.Max.R	229
003_ef_bb_bf.bin	Float	.LevelCorrection.In.Max.G	245
003_ef_bb_bf.bin	Float	.LevelCorrection.In.Max.B	255
003_ef_bb_bf.bin	Float	.LevelCorrection.Out.Min.R	5
003_ef_bb_bf.bin	Float	.LevelCorrection.Out.Min.G	5
003_ef_bb_bf.bin	Float	.LevelCorrection.Out.Min.B	5
003_ef_bb_bf.bin	Float	.LevelCorrection.Out.Max.R	235
003_ef_bb_bf.bin	Float	.LevelCorrection.Out.Max.G	235
003_ef_bb_bf.bin	Float	.LevelCorrection.Out.Max.B	235
003_ef_bb_bf.bin	S16	.Saturation.Enable	0
003_ef_bb_bf.bin	Float	.Saturation.Delta	0
